Serial Port,Voltage (V),Average X,Average Y,Average Z
COM20,0.508,-13.35,-53.3,82.81
COM21,0.508,-57.94,34.28,-141.13
COM16,0.0968,-37.8,26.62,-73.05
COM18,0.0968,-20.03,15.39,-54.11
COM19,0.0968,-60.8,55.01,-22.59
COM20,0.0968,-22.15,9.47,-41.46
COM21,0.0968,-54.13,51.43,-69.89
COM16,0.3356,-35.71,47.67,-106.33
COM18,0.3356,-12.57,21.49,-34.58
COM19,0.3356,-64.74,60.47,51.86
COM20,0.3356,-20.22,11.14,31.4
COM21,0.3356,-65.22,52.13,-107.19
COM16,0.112,-36.9,-11.47,-84.64
COM18,0.112,-13.02,30.91,-32.17
COM19,0.112,-63.69,-11.85,-15.81
COM20,0.112,-17.67,-56.64,-35.3
COM21,0.112,-40.77,33.9,-79.88
COM16,0.3103,-36.0,45.28,-102.87
COM18,0.3103,-13.43,20.6,-36.01
COM19,0.3103,-64.3,59.47,43.35
COM20,0.3103,-20.36,10.52,23.52
COM21,0.3103,-64.14,51.95,-102.87
COM16,0.6892,-29.94,75.54,-157.7
COM18,0.6892,-13.04,30.5,-7.21
COM19,0.6892,-21.82,63.61,161.13
COM20,0.6892,26.69,12.31,137.86
COM21,0.6892,-34.92,50.89,-150.67
COM16,0.4048,-32.16,12.16,-127.25
COM18,0.4048,-15.39,38.35,-10.39
COM19,0.4048,-20.37,-9.75,74.14
COM20,0.4048,28.2,-54.87,51.93
COM21,0.4048,-8.36,32.38,-112.66
COM16,0.5113,-33.6,25.09,-140.5
COM18,0.5113,0.56,41.42,1.98
COM19,0.5113,-70.01,-3.51,106.83
COM20,0.5113,-14.03,-53.19,84.48
COM21,0.5113,-57.94,34.16,-141.4
COM16,0.4806,-34.85,60.65,-127.23
COM18,0.4806,-7.78,25.39,-22.67
COM19,0.4806,-66.97,63.11,96.07
COM20,0.4806,-18.64,11.95,74.35
COM21,0.4806,-71.54,52.1,-130.03
COM16,0.5424,-34.35,65.87,-135.27
COM18,0.5424,-5.72,26.91,-17.13
COM19,0.5424,-68.07,65.0,114.99
COM20,0.5424,-17.93,12.5,93.98
COM21,0.5424,-74.42,52.0,-139.97
COM16,0.0093,-35.72,-24.31,-71.03
COM18,0.0093,-27.25,27.5,-43.2
COM19,0.0093,-13.98,-17.86,-47.45
COM20,0.0093,24.83,-57.95,-65.86
COM21,0.0093,10.38,31.93,-51.51
COM16,0.172,-36.58,-6.35,-92.3
COM18,0.172,-10.64,32.28,-27.69
COM19,0.172,-64.31,-10.89,3.4
COM20,0.172,-17.0,-55.52,-17.38
COM21,0.172,-43.09,33.37,-88.81
COM16,0.0087,-37.97,-20.71,-69.87
COM18,0.0087,-15.56,27.89,-41.2
COM19,0.0087,-55.93,-12.71,-42.77
COM20,0.0087,-18.55,-56.69,-65.56
COM21,0.0087,-36.11,33.44,-64.23
COM16,0.0957,-34.67,-16.13,-82.91
COM18,0.0957,-24.68,29.88,-36.2
COM19,0.0957,-15.3,-15.76,-21.14
COM20,0.0957,25.42,-57.09,-40.06
COM21,0.0957,6.38,31.78,-64.96
COM16,0.4177,-34.42,17.05,-127.11
COM18,0.4177,-3.4,38.82,-7.49
COM19,0.4177,-68.42,-5.48,77.63
COM20,0.4177,-14.64,-53.87,56.36
COM21,0.4177,-53.86,33.64,-127.36
COM16,0.3153,-33.54,42.57,-104.72
COM18,0.3153,-24.66,20.6,-38.58
COM19,0.3153,-15.97,55.57,44.86
COM20,0.3153,22.8,9.82,24.33
COM21,0.3153,-19.13,49.89,-92.15
COM16,0.0191,-35.44,-22.83,-72.54
COM18,0.0191,-27.39,27.78,-42.65
COM19,0.0191,-13.94,-17.59,-44.21
COM20,0.0191,24.62,-57.72,-63.55
COM21,0.0191,9.66,31.72,-52.99
COM16,0.282,-35.26,4.61,-107.7
COM18,0.282,-7.57,34.94,-18.64
COM19,0.282,-66.1,-8.38,36.56
COM20,0.282,-16.13,-54.86,16.86
COM21,0.282,-47.97,34.13,-106.39
COM16,0.5452,-30.87,25.16,-147.12
COM18,0.5452,-10.56,41.78,2.63
COM19,0.5452,-22.52,-6.69,117.61
COM20,0.5452,29.55,-53.63,94.14
COM21,0.5452,-14.79,32.83,-135.62
COM16,0.2363,-33.51,-3.41,-102.96
COM18,0.2363,-20.15,33.57,-24.31
COM19,0.2363,-17.32,-12.85,23.04
COM20,0.2363,26.55,-55.73,2.36
COM21,0.2363,-0.33,32.37,-87.19
COM16,0.6129,-32.44,34.45,-154.61
COM18,0.6129,4.1,44.04,9.56
COM19,0.6129,-72.12,-0.41,138.04
COM20,0.6129,-12.93,-52.35,114.99
COM21,0.6129,-62.56,34.22,-157.32
COM16,0.047,-35.75,18.68,-67.38
COM18,0.047,-32.21,13.19,-60.52
COM19,0.047,-11.81,49.85,-38.81
COM20,0.047,20.29,7.88,-56.47
COM21,0.047,-7.55,49.67,-50.25
COM16,0.682,-32.07,40.34,-164.53
COM18,0.682,6.38,45.72,15.82
COM19,0.682,-72.42,0.58,159.18
COM20,0.682,-12.02,-52.17,135.46
COM21,0.682,-65.97,34.47,-168.12
COM16,0.0116,-35.38,-23.6,-71.47
COM18,0.0116,-27.31,27.67,-43.0
COM19,0.0116,-13.73,-17.59,-46.85
COM20,0.0116,24.42,-57.38,-66.28
COM21,0.0116,9.74,31.69,-51.93
COM16,0.6169,-33.4,72.65,-146.18
COM18,0.6169,-3.57,28.61,-11.43
COM19,0.6169,-69.06,65.98,138.53
COM20,0.6169,-17.46,12.96,116.3
COM21,0.6169,-77.38,52.27,-150.76
COM16,0.4496,-31.4,16.39,-133.38
COM18,0.4496,-13.75,39.37,-6.8
COM19,0.4496,-20.82,-8.87,87.73
COM20,0.4496,28.62,-54.41,66.26
COM21,0.4496,-10.47,32.2,-120.25
COM16,0.1657,-37.15,32.58,-82.38
COM18,0.1657,-17.23,16.67,-48.64
COM19,0.1657,-62.02,56.29,-2.47
COM20,0.1657,-21.77,9.57,-20.34
COM21,0.1657,-57.37,51.4,-80.89
COM16,0.6209,-32.43,34.87,-155.98
COM18,0.6209,4.3,44.17,10.62
COM19,0.6209,-71.75,-1.27,141.03
COM20,0.6209,-12.9,-52.6,117.22
COM21,0.6209,-62.76,33.81,-158.98
COM16,0.1063,-36.97,-11.55,-83.57
COM18,0.1063,-13.09,30.79,-33.29
COM19,0.1063,-63.34,-12.11,-17.67
COM20,0.1063,-17.87,-55.88,-36.19
COM21,0.1063,-40.29,33.22,-78.74
COM16,0.1924,-37.14,35.05,-85.89
COM18,0.1924,-16.52,17.36,-45.76
COM19,0.1924,-62.22,56.96,7.53
COM20,0.1924,-19.88,8.77,-11.1
COM21,0.1924,-58.6,51.36,-85.28
COM16,0.2515,-34.07,36.93,-95.86
COM18,0.2515,-26.2,18.67,-43.61
COM19,0.2515,-14.96,54.17,25.2
COM20,0.2515,22.25,9.06,6.18
COM21,0.2515,-16.43,49.92,-82.9
COM16,0.1482,-37.55,31.36,-79.78
COM18,0.1482,-18.28,16.42,-50.01
COM19,0.1482,-61.59,56.04,-7.72
COM20,0.1482,-22.54,9.92,-25.44
COM21,0.1482,-57.08,51.68,-78.2
COM16,0.3864,-32.3,10.75,-124.28
COM18,0.3864,-15.98,37.88,-11.77
COM19,0.3864,-19.73,-10.61,68.26
COM20,0.3864,27.94,-55.1,47.1
COM21,0.3864,-7.84,32.23,-109.87
COM16,0.602,-29.73,29.9,-154.65
COM18,0.602,-9.07,43.33,6.54
COM19,0.602,-23.14,-6.03,134.72
COM20,0.602,30.03,-53.51,110.76
COM21,0.602,-17.5,32.33,-143.89
COM16,0.5524,-31.22,63.85,-139.01
COM18,0.5524,-17.1,26.73,-18.52
COM19,0.5524,-20.04,60.26,118.27
COM20,0.5524,25.34,11.28,96.09
COM21,0.5524,-29.87,50.53,-129.69
COM16,0.1358,-34.14,-12.7,-89.78
COM18,0.1358,-23.61,31.17,-32.68
COM19,0.1358,-16.05,-15.59,-8.95
COM20,0.1358,25.69,-57.02,-28.26
COM21,0.1358,4.28,31.8,-71.52
COM16,0.1457,-37.48,30.76,-80.15
COM18,0.1457,-18.28,16.18,-50.13
COM19,0.1457,-61.59,55.64,-8.82
COM20,0.1457,-22.18,10.05,-26.78
COM21,0.1457,-56.84,51.43,-77.57
COM16,0.3712,-32.61,47.11,-112.23
COM18,0.3712,-22.75,22.36,-33.96
COM19,0.3712,-16.93,56.87,62.31
COM20,0.3712,23.34,9.87,41.68
COM21,0.3712,-21.81,50.05,-100.71
COM16,0.2289,-36.5,38.08,-91.02
COM18,0.2289,-15.67,18.92,-43.31
COM19,0.2289,-63.21,57.82,18.35
COM20,0.2289,-21.6,10.32,-1.6
COM21,0.2289,-60.84,51.78,-90.72
COM16,0.6206,-31.01,69.64,-147.97
COM18,0.6206,-14.96,28.84,-13.31
COM19,0.6206,-20.95,61.82,140.26
COM20,0.6206,25.6,12.07,116.15
COM21,0.6206,-32.79,50.09,-140.58
COM16,0.1306,-35.27,25.82,-79.01
COM18,0.1306,-30.11,15.75,-53.45
COM19,0.1306,-12.97,51.43,-13.38
COM20,0.1306,20.63,8.9,-32.09
COM21,0.1306,-11.4,49.63,-63.42
COM16,0.3679,-35.82,50.31,-110.6
COM18,0.3679,-10.43,20.08,-28.38
COM19,0.3679,-65.6,60.51,61.56
COM20,0.3679,-20.09,11.4,40.94
COM21,0.3679,-66.58,51.57,-111.79
COM16,0.1345,-37.7,30.06,-77.91
COM18,0.1345,-18.65,16.16,-50.99
COM19,0.1345,-61.29,55.74,-11.77
COM20,0.1345,-22.71,9.94,-30.39
COM21,0.1345,-56.19,51.49,-75.92
COM16,0.5785,-32.72,30.15,-149.73
COM18,0.5785,2.92,43.5,7.2
COM19,0.5785,-71.27,-3.54,128.09
COM20,0.5785,-13.58,-53.51,103.42
COM21,0.5785,-60.91,33.9,-152.25
COM16,0.5232,-33.17,25.53,-142.17
COM18,0.5232,0.94,41.96,2.26
COM19,0.5232,-69.92,-4.31,110.52
COM20,0.5232,-14.0,-53.69,87.47
COM21,0.5232,-58.4,33.76,-143.09
COM16,0.6796,-29.16,36.68,-165.4
COM18,0.6796,-6.7,45.71,13.61
COM19,0.6796,-24.79,-4.51,158.96
COM20,0.6796,30.4,-53.34,133.55
COM21,0.6796,-20.38,32.51,-155.99
COM16,0.1833,-36.56,30.34,-85.6
COM18,0.1833,-16.94,17.56,-46.95
COM19,0.1833,-62.23,56.42,4.73
COM20,0.1833,-21.88,9.75,-15.41
COM21,0.1833,-58.09,51.51,-82.93
COM16,0.1937,-33.74,-7.77,-97.12
COM18,0.1937,-21.48,32.76,-28.26
COM19,0.1937,-17.3,-14.44,10.1
COM20,0.1937,25.8,-56.45,-11.84
COM21,0.1937,1.94,31.89,-80.26
COM16,0.6012,-30.22,29.31,-154.15
COM18,0.6012,-8.92,43.66,6.7
COM19,0.6012,-23.79,-6.19,134.67
COM20,0.6012,29.44,-53.81,110.49
COM21,0.6012,-16.95,32.3,-143.78
COM16,0.4843,-31.22,19.27,-138.4
COM18,0.4843,-12.21,40.69,-4.32
COM19,0.4843,-21.97,-8.43,98.14
COM20,0.4843,28.32,-54.39,75.24
COM21,0.4843,-12.19,32.41,-125.57
COM16,0.2279,-34.16,34.87,-92.55
COM18,0.2279,-24.13,16.55,-41.01
COM19,0.2279,-15.02,53.57,18.08
COM20,0.2279,21.6,9.14,-2.75
COM21,0.2279,-15.47,49.73,-78.56
COM16,0.0281,-36.21,17.03,-63.83
COM18,0.0281,-33.39,12.85,-62.81
COM19,0.0281,-11.36,49.49,-44.49
COM20,0.0281,19.54,7.75,-62.27
COM21,0.0281,-6.54,49.39,-47.33
COM16,0.1996,-34.43,32.18,-88.62
COM18,0.1996,-28.21,17.45,-48.18
COM19,0.1996,-14.13,52.81,9.68
COM20,0.1996,21.09,9.19,-10.67
COM21,0.1996,-14.16,49.36,-73.92
COM16,0.6373,-32.03,36.14,-158.09
COM18,0.6373,4.55,44.75,11.82
COM19,0.6373,-72.19,-1.65,145.58
COM20,0.6373,-13.2,-52.69,122.2
COM21,0.6373,-63.3,33.71,-161.19
COM16,0.6236,-33.37,73.13,-147.33
COM18,0.6236,-3.48,29.23,-10.28
COM19,0.6236,-69.48,65.83,140.99
COM20,0.6236,-18.03,12.95,118.56
COM21,0.6236,-77.48,52.02,-151.74
COM16,0.5058,-31.62,59.03,-132.22
COM18,0.5058,-18.31,25.89,-22.22
COM19,0.5058,-19.29,59.13,103.86
COM20,0.5058,24.11,11.15,82.0
COM21,0.5058,-27.62,50.33,-122.24
COM16,0.6705,-29.58,35.7,-164.29
COM18,0.6705,-6.65,45.55,12.64
COM19,0.6705,-24.69,-4.92,155.82
COM20,0.6705,29.57,-53.59,131.37
COM21,0.6705,-20.33,32.38,-154.53
COM16,0.4885,-33.69,23.06,-137.43
COM18,0.4885,-1.51,40.81,-1.4
COM19,0.4885,-69.32,-4.48,99.81
COM20,0.4885,-14.54,-53.58,77.73
COM21,0.4885,-56.59,33.57,-137.75
COM16,0.0199,-36.38,16.36,-63.27
COM18,0.0199,-33.59,12.85,-62.97
COM19,0.0199,-11.32,49.25,-47.53
COM20,0.0199,19.46,8.01,-65.17
COM21,0.0199,-6.65,49.28,-45.42
COM16,0.2004,-34.48,32.64,-88.47
COM18,0.2004,-27.98,17.65,-48.07
COM19,0.2004,-14.17,52.96,9.8
COM20,0.2004,20.94,9.14,-10.86
COM21,0.2004,-14.18,49.51,-74.0
COM16,0.664,-29.71,35.13,-163.57
COM18,0.664,-7.28,45.51,11.36
COM19,0.664,-24.99,-5.04,154.23
COM20,0.664,30.11,-53.16,129.28
COM21,0.664,-19.84,32.08,-153.16
COM16,0.3754,-32.87,47.78,-113.42
COM18,0.3754,-22.77,22.26,-33.61
COM19,0.3754,-17.07,56.74,63.85
COM20,0.3754,22.78,10.25,42.53
COM21,0.3754,-21.88,49.77,-101.28
COM16,0.0999,-37.97,27.25,-73.52
COM18,0.0999,-20.18,15.21,-53.8
COM19,0.0999,-60.72,55.18,-22.74
COM20,0.0999,-22.53,9.34,-40.26
COM21,0.0999,-54.27,50.85,-70.0
COM16,0.5862,-33.57,69.82,-141.95
COM18,0.5862,-4.74,28.22,-14.06
COM19,0.5862,-68.44,65.35,129.3
COM20,0.5862,-17.94,12.87,106.83
COM21,0.5862,-75.2,51.81,-145.74
COM16,0.6897,-29.1,37.31,-167.17
COM18,0.6897,-6.43,46.24,14.13
COM19,0.6897,-24.96,-4.92,161.75
COM20,0.6897,30.49,-53.74,137.23
COM21,0.6897,-20.49,31.91,-156.24
COM16,0.3196,-35.58,46.02,-103.67
COM18,0.3196,-12.78,21.29,-35.58
COM19,0.3196,-64.09,59.83,46.06
COM20,0.3196,-20.58,10.9,26.61
COM21,0.3196,-63.88,51.32,-104.48
COM16,0.6723,-28.36,73.89,-155.3
COM18,0.6723,-13.17,30.64,-8.55
COM19,0.6723,-22.1,63.14,155.78
COM20,0.6723,25.96,12.01,132.4
COM21,0.6723,-34.62,49.94,-147.98
COM16,0.6756,-31.53,38.97,-163.56
COM18,0.6756,5.82,46.34,15.14
COM19,0.6756,-72.85,-0.32,157.33
COM20,0.6756,-12.31,-52.59,133.53
COM21,0.6756,-64.49,33.45,-166.2
COM16,0.0814,-37.06,-14.03,-80.13
COM18,0.0814,-13.45,30.22,-34.97
COM19,0.0814,-63.2,-12.89,-25.37
COM20,0.0814,-17.89,-56.34,-43.59
COM21,0.0814,-38.57,32.93,-74.71
COM16,0.1226,-37.43,28.68,-76.17
COM18,0.1226,-18.88,15.6,-51.87
COM19,0.1226,-61.07,55.75,-15.26
COM20,0.1226,-22.72,9.54,-33.64
COM21,0.1226,-54.77,50.89,-74.13
COM16,0.1195,-34.64,24.98,-76.98
COM18,0.1195,-30.46,15.37,-54.39
COM19,0.1195,-13.43,51.77,-16.34
COM20,0.1195,20.12,8.45,-34.77
COM21,0.1195,-10.56,48.83,-61.5
COM16,0.6102,-29.74,28.68,-154.92
COM18,0.6102,-8.61,43.89,7.65
COM19,0.6102,-23.85,-5.46,137.32
COM20,0.6102,28.93,-53.68,112.92
COM21,0.6102,-17.35,31.35,-145.07
COM16,0.2118,-35.06,0.54,-103.92
COM18,0.2118,-9.57,33.73,-24.28
COM19,0.2118,-65.38,-10.57,15.41
COM20,0.2118,-17.21,-55.45,-5.57
COM21,0.2118,-44.18,32.89,-94.59
COM16,0.3074,-34.85,6.74,-111.17
COM18,0.3074,-6.98,35.99,-16.36
COM19,0.3074,-66.47,-7.89,44.21
COM20,0.3074,-16.07,-54.66,23.79
COM21,0.3074,-48.3,33.0,-109.23
COM16,0.5132,-33.66,63.18,-131.33
COM18,0.5132,-6.79,26.38,-19.56
COM19,0.5132,-60.72,57.97,95.62
COM20,0.5132,-18.49,12.43,84.88
COM21,0.5132,-71.8,51.03,-134.44
COM16,0.383,-34.8,52.51,-114.11
COM18,0.383,-10.91,22.67,-30.63
COM19,0.383,-65.29,61.51,65.87
COM20,0.383,-20.06,11.29,46.25
COM21,0.383,-66.27,51.23,-113.79
COM16,0.5346,-29.96,22.71,-145.17
COM18,0.5346,-11.28,41.77,1.54
COM19,0.5346,-22.88,-7.33,113.32
COM20,0.5346,28.78,-54.42,91.86
COM21,0.5346,-14.0,31.64,-133.62
COM16,0.5271,-30.67,60.89,-134.37
COM18,0.5271,-17.82,26.06,-20.73
COM19,0.5271,-19.96,60.12,110.73
COM20,0.5271,24.35,10.94,88.98
COM21,0.5271,-27.92,49.73,-124.75
COM16,0.6294,-29.05,31.41,-158.28
COM18,0.6294,-8.26,44.66,8.94
COM19,0.6294,-24.41,-5.14,143.49
COM20,0.6294,29.73,-53.41,119.25
COM21,0.6294,-18.05,31.73,-147.44
COM16,0.2339,-35.19,-0.87,-101.42
COM18,0.2339,-9.39,33.89,-22.66
COM19,0.2339,-65.38,-9.27,22.24
COM20,0.2339,-17.04,-55.32,2.31
COM21,0.2339,-45.03,33.01,-98.12
COM16,0.5008,-33.72,61.73,-129.38
COM18,0.5008,-7.54,25.75,-20.68
COM19,0.5008,-67.45,63.72,102.88
COM20,0.5008,-19.04,12.52,81.44
COM21,0.5008,-71.06,51.26,-133.1
COM16,0.3303,-32.27,5.35,-115.91
COM18,0.3303,-17.36,36.71,-16.92
COM19,0.3303,-19.61,-11.02,51.59
COM20,0.3303,26.58,-55.65,29.59
COM21,0.3303,-4.94,31.29,-101.27
COM16,0.2986,-32.35,2.55,-111.76
COM18,0.2986,-18.35,35.53,-19.39
COM19,0.2986,-19.05,-11.67,41.58
COM20,0.2986,26.31,-55.42,20.56
COM21,0.2986,-3.95,31.13,-96.37
COM16,0.63,-29.8,69.66,-148.83
COM18,0.63,-14.56,29.44,-12.57
COM19,0.63,-21.62,62.43,142.71
COM20,0.63,25.07,11.93,119.51
COM21,0.63,-32.51,49.81,-141.51
COM16,0.3614,-31.65,8.07,-120.33
COM18,0.3614,-16.65,37.55,-13.94
COM19,0.3614,-19.95,-10.53,60.88
COM20,0.3614,27.01,-55.08,39.46
COM21,0.3614,-6.83,31.36,-106.55
COM16,0.0275,-38.28,19.7,-62.62
COM18,0.0275,-22.02,13.69,-60.23
COM19,0.0275,-59.48,53.78,-44.49
COM20,0.0275,-23.37,8.71,-62.0
COM21,0.0275,-50.39,50.76,-59.36
COM16,0.6335,-29.32,31.54,-159.02
COM18,0.6335,-8.05,45.01,9.38
COM19,0.6335,-24.35,-5.11,144.84
COM20,0.6335,29.46,-53.68,119.61
COM21,0.6335,-18.18,31.67,-148.83
COM16,0.5733,-32.07,30.08,-148.9
COM18,0.5733,2.14,43.41,6.06
COM19,0.5733,-70.89,-2.68,126.65
COM20,0.5733,-13.35,-52.7,102.19
COM21,0.5733,-60.2,33.26,-150.75
COM16,0.6937,-31.24,40.89,-166.03
COM18,0.6937,6.22,46.71,15.99
COM19,0.6937,-73.0,1.37,163.46
COM20,0.6937,-12.41,-51.66,138.77
COM21,0.6937,-65.45,33.44,-169.63
COM16,0.5692,-32.61,67.8,-138.97
COM18,0.5692,-5.08,27.97,-15.07
COM19,0.5692,-68.58,65.3,124.86
COM20,0.5692,-18.32,12.88,101.75
COM21,0.5692,-74.25,51.36,-143.24
COM16,0.5663,-32.15,29.84,-148.18
COM18,0.5663,2.2,43.33,5.96
COM19,0.5663,-70.89,-2.57,124.28
COM20,0.5663,-13.62,-52.88,100.82
COM21,0.5663,-59.2,33.12,-149.37
COM16,0.0724,-37.29,23.65,-69.1
COM18,0.0724,-20.37,15.21,-55.68
COM19,0.0724,-60.55,54.57,-30.76
COM20,0.0724,-23.06,9.02,-48.04
COM21,0.0724,-52.34,50.27,-66.27
COM16,0.0381,-34.69,-21.84,-75.56
COM18,0.0381,-26.6,28.88,-41.05
COM19,0.0381,-15.05,-17.2,-38.2
COM20,0.0381,23.51,-57.4,-56.66
COM21,0.0381,8.84,30.69,-56.07
COM16,0.17,-36.33,32.33,-82.69
COM18,0.17,-17.74,17.59,-47.91
COM19,0.17,-61.74,57.04,0.22
COM20,0.17,-22.3,9.92,-19.28
COM21,0.17,-56.83,50.51,-81.2
COM16,0.1656,-36.62,31.77,-81.92
COM18,0.1656,-17.86,17.61,-48.42
COM19,0.1656,-55.63,51.22,-1.8
COM20,0.1656,-22.49,9.74,-20.44
COM21,0.1656,-56.43,50.17,-80.6
COM16,0.289,-32.07,1.39,-110.06
COM18,0.289,-18.87,35.89,-19.67
COM19,0.289,-18.97,-11.73,38.87
COM20,0.289,25.75,-55.69,18.23
COM21,0.289,-3.72,31.24,-95.39
COM16,0.154,-36.57,30.87,-80.16
COM18,0.154,-18.4,17.11,-49.31
COM19,0.154,-61.69,56.6,-5.91
COM20,0.154,-22.34,9.89,-24.62
COM21,0.154,-55.6,50.38,-78.77
COM16,0.175,-33.3,-9.72,-94.3
COM18,0.175,-22.54,33.03,-29.5
COM19,0.175,-17.15,-14.29,4.09
COM20,0.175,24.99,-56.5,-16.71
COM21,0.175,2.68,30.81,-77.67
COM16,0.3981,-34.48,52.74,-114.48
COM18,0.3981,-10.32,23.72,-29.21
COM19,0.3981,-65.58,61.67,71.05
COM20,0.3981,-19.96,11.43,49.64
COM21,0.3981,-66.55,50.5,-116.97
COM16,0.6064,-32.99,71.42,-144.56
COM18,0.6064,-3.83,28.98,-11.77
COM19,0.6064,-68.97,65.99,136.05
COM20,0.6064,-17.87,12.99,112.65
COM21,0.6064,-75.84,50.95,-149.22
COM16,0.1771,-33.85,29.99,-85.28
COM18,0.1771,-28.52,17.45,-49.56
COM19,0.1771,-14.28,52.52,2.71
COM20,0.1771,20.47,8.84,-17.74
COM21,0.1771,-13.2,48.92,-70.64
COM16,0.2407,-35.79,38.91,-92.93
COM18,0.2407,-15.11,19.64,-42.16
COM19,0.2407,-63.21,58.16,22.03
COM20,0.2407,-21.5,10.16,2.75
COM21,0.2407,-59.68,50.63,-91.77
COM16,0.3245,-34.37,8.09,-113.71
COM18,0.3245,-6.2,37.07,-14.74
COM19,0.3245,-67.08,-8.11,49.83
COM20,0.3245,-16.08,-54.78,28.32
COM21,0.3245,-48.65,32.54,-111.54
COM16,0.1699,-33.2,-9.88,-93.31
COM18,0.1699,-22.08,32.67,-29.57
COM19,0.1699,-17.33,-14.75,3.51
COM20,0.1699,25.07,-56.74,-19.29
COM21,0.1699,3.47,30.95,-76.35
COM16,0.2248,-35.39,-1.29,-99.76
COM18,0.2248,-9.23,34.57,-23.61
COM19,0.2248,-65.62,-9.45,19.87
COM20,0.2248,-17.05,-55.35,-1.2
COM21,0.2248,-44.39,32.68,-96.48
COM16,0.5478,-33.0,62.6,-136.39
COM18,0.5478,-5.88,27.9,-16.99
COM19,0.5478,-67.88,65.01,116.89
COM20,0.5478,-18.84,12.72,94.62
COM21,0.5478,-73.21,51.36,-140.06
COM16,0.5081,-30.52,20.93,-141.3
COM18,0.5081,-11.68,41.78,-1.27
COM19,0.5081,-22.33,-7.42,105.74
COM20,0.5081,28.35,-54.07,82.44
COM21,0.5081,-13.2,31.23,-128.91
COM16,0.4072,-34.55,53.57,-115.77
COM18,0.4072,-9.88,24.1,-28.42
COM19,0.4072,-65.61,62.03,73.75
COM20,0.4072,-19.44,11.23,52.12
COM21,0.4072,-67.38,51.13,-117.36
COM16,0.5273,-33.14,26.11,-142.17
COM18,0.5273,1.15,42.26,3.17
COM19,0.5273,-69.83,-3.71,112.09
COM20,0.5273,-13.84,-53.16,88.57
COM21,0.5273,-58.15,33.19,-143.1
COM16,0.4296,-32.12,52.07,-119.68
COM18,0.4296,-20.49,23.95,-28.88
COM19,0.4296,-18.38,58.35,80.7
COM20,0.4296,23.62,10.77,58.91
COM21,0.4296,-24.3,49.47,-109.79
COM16,0.0638,-34.58,-19.13,-78.48
COM18,0.0638,-25.75,29.5,-39.47
COM19,0.0638,-15.42,-16.76,-30.54
COM20,0.0638,24.48,-57.17,-49.94
COM21,0.0638,7.45,31.02,-59.95
COM16,0.5514,-33.47,57.85,-130.68
COM18,0.5514,-5.44,27.25,-16.79
COM19,0.5514,-68.19,64.81,118.34
COM20,0.5514,-18.05,12.38,96.43
COM21,0.5514,-73.92,51.41,-140.2
COM16,0.4577,-34.68,58.41,-123.24
COM18,0.4577,-8.22,25.07,-24.16
COM19,0.4577,-66.87,62.78,89.46
COM20,0.4577,-19.11,12.37,68.15
COM21,0.4577,-69.85,51.09,-125.93
COM16,0.214,-34.17,33.14,-90.33
COM18,0.214,-26.98,18.44,-46.66
COM19,0.214,-13.66,53.58,14.35
COM20,0.214,21.13,9.08,-6.98
COM21,0.214,-14.92,48.9,-76.43
COM16,0.6426,-29.61,32.55,-160.26
COM18,0.6426,-7.41,45.39,10.04
COM19,0.6426,-24.54,-5.3,147.76
COM20,0.6426,29.85,-53.59,122.73
COM21,0.6426,-19.01,31.86,-150.24
COM16,0.4632,-34.3,58.58,-124.32
COM18,0.4632,-8.35,25.25,-24.12
COM19,0.4632,-66.49,63.05,91.07
COM20,0.4632,-18.76,11.85,69.81
COM21,0.4632,-70.1,51.13,-127.21
COM16,0.0165,-35.96,15.67,-63.08
COM18,0.0165,-33.36,12.89,-62.94
COM19,0.0165,-11.82,49.78,-47.87
COM20,0.0165,17.38,6.77,-59.51
COM21,0.0165,-6.16,49.06,-45.36
COM16,0.2726,-33.07,-0.54,-107.98
COM18,0.2726,-19.22,35.34,-21.37
COM19,0.2726,-19.03,-12.58,34.68
COM20,0.2726,26.27,-56.07,13.24
COM21,0.2726,-3.13,31.33,-92.48
COM16,0.5406,-33.47,65.49,-134.9
COM18,0.5406,-6.18,27.16,-17.9
COM19,0.5406,-67.74,64.46,115.29
COM20,0.5406,-18.77,12.3,93.82
COM21,0.5406,-73.33,51.61,-139.65
COM16,0.1839,-34.39,34.02,-90.65
COM18,0.1839,-28.6,17.67,-48.42
COM19,0.1839,-14.31,52.88,4.28
COM20,0.1839,20.65,8.61,-15.21
COM21,0.1839,-13.6,48.78,-71.85
COM16,0.6038,-29.79,29.35,-154.42
COM18,0.6038,-8.76,44.13,7.14
COM19,0.6038,-24.05,-6.13,135.71
COM20,0.6038,29.27,-54.1,111.56
COM21,0.6038,-17.41,31.71,-144.45
COM16,0.2461,-36.21,39.46,-93.52
COM18,0.2461,-15.27,19.28,-42.07
COM19,0.2461,-63.14,58.35,23.85
COM20,0.2461,-21.29,10.12,4.6
COM21,0.2461,-60.27,51.12,-92.89
COM16,0.5431,-30.27,23.86,-146.2
COM18,0.5431,-10.78,42.22,1.67
COM19,0.5431,-23.45,-7.01,116.69
COM20,0.5431,28.71,-54.58,93.05
COM21,0.5431,-14.3,31.75,-135.0
COM16,0.2745,-33.79,38.72,-98.62
COM18,0.2745,-25.53,19.66,-41.54
COM19,0.2745,-15.96,55.18,32.43
COM20,0.2745,21.6,9.32,12.56
