Serial Port,Voltage (V),Average X,Average Y,Average Z
COM19,0.2254,-17.46,-14.09,19.09
COM20,0.2254,26.23,-56.87,-1.55
COM21,0.2254,1.19,32.03,-85.13
COM16,0.4125,-34.52,17.33,-127.15
COM18,0.4125,-3.78,38.96,-8.21
COM19,0.4125,-68.59,-6.18,76.36
COM20,0.4125,-15.4,-54.31,55.11
COM21,0.4125,-53.48,34.14,-126.43
COM16,0.213,-36.43,-1.75,-99.35
COM18,0.213,-9.75,33.73,-24.82
COM19,0.213,-65.64,-10.17,15.3
COM20,0.213,-16.8,-55.69,-5.08
COM21,0.213,-44.93,33.9,-95.48
COM16,0.4312,-35.2,56.98,-120.84
COM18,0.4312,-9.14,24.46,-27.1
COM19,0.4312,-66.32,61.86,81.02
COM20,0.4312,-19.56,11.57,60.49
COM21,0.4312,-69.25,52.39,-122.78
COM16,0.3968,-31.38,13.78,-112.86
COM18,0.3968,-3.78,38.68,-9.46
COM19,0.3968,-68.6,-6.82,71.77
COM20,0.3968,-15.25,-54.36,49.64
COM21,0.3968,-52.92,34.27,-124.22
COM16,0.4543,-35.38,59.23,-124.35
COM18,0.4543,-8.38,24.84,-24.49
COM19,0.4543,-66.74,62.75,87.49
COM20,0.4543,-19.36,12.15,67.46
COM21,0.4543,-70.11,52.49,-126.39
COM16,0.2979,-35.77,6.77,-111.32
COM18,0.2979,-7.11,36.28,-17.19
COM19,0.2979,-66.99,-8.29,41.03
COM20,0.2979,-16.11,-55.02,21.51
COM21,0.2979,-48.51,33.89,-108.11
COM16,0.6523,-33.21,76.42,-152.12
COM18,0.6523,-2.47,30.13,-8.32
COM19,0.6523,-70.14,67.07,149.73
COM20,0.6523,-17.41,13.48,127.62
COM21,0.6523,-78.9,52.52,-157.0
COM16,0.5152,-34.47,64.91,-132.26
COM18,0.5152,-6.59,26.28,-19.77
COM19,0.5152,-67.98,63.85,106.88
COM20,0.5152,-18.46,12.34,84.89
COM21,0.5152,-72.89,52.62,-136.16
COM16,0.5473,-34.02,67.45,-136.67
COM18,0.5473,-5.56,27.04,-16.87
COM19,0.5473,-68.62,64.94,116.95
COM20,0.5473,-18.1,12.87,95.61
COM21,0.5473,-74.18,52.51,-140.53
COM16,0.6709,-30.79,74.89,-155.72
COM18,0.6709,-13.38,30.25,-9.31
COM19,0.6709,-21.75,63.48,155.36
COM20,0.6709,26.55,12.2,132.23
COM21,0.6709,-34.3,50.96,-147.8
COM16,0.1429,-37.21,-8.35,-89.33
COM18,0.1429,-11.6,31.74,-29.99
COM19,0.1429,-64.29,-12.05,-7.3
COM20,0.1429,-17.23,-56.69,-25.59
COM21,0.1429,-41.68,33.76,-84.27
COM16,0.4713,-34.34,22.2,-135.08
COM18,0.4713,-1.09,40.69,-2.56
COM19,0.4713,-69.77,-4.75,94.15
COM20,0.4713,-14.28,-53.96,72.57
COM21,0.4713,-56.42,33.91,-135.66
COM16,0.5827,-30.92,27.76,-150.74
COM18,0.5827,-9.51,43.07,5.63
COM19,0.5827,-22.97,-6.56,128.63
COM20,0.5827,30.09,-53.85,104.93
COM21,0.5827,-16.05,32.79,-141.06
COM16,0.1005,-37.12,-12.1,-83.31
COM18,0.1005,-13.1,30.68,-33.34
COM19,0.1005,-63.55,-12.2,-20.05
COM20,0.1005,-17.49,-56.19,-38.01
COM21,0.1005,-40.05,33.51,-77.68
COM16,0.0262,-36.26,17.02,-64.8
COM18,0.0262,-33.38,12.74,-62.02
COM19,0.0262,-11.59,49.43,-46.14
COM20,0.0262,20.47,8.01,-63.73
COM21,0.0262,-6.67,49.7,-46.94
COM16,0.5751,-30.75,27.29,-151.54
COM18,0.5751,-9.92,43.07,4.79
COM19,0.5751,-23.06,-6.41,126.24
COM20,0.5751,30.16,-53.78,103.04
COM21,0.5751,-15.62,32.44,-139.59
COM16,0.6744,-29.75,36.66,-165.38
COM18,0.6744,-6.67,45.71,12.92
COM19,0.6744,-24.73,-4.24,156.43
COM20,0.6744,30.98,-52.87,132.66
COM21,0.6744,-20.44,32.24,-154.97
COM16,0.4865,-35.15,61.57,-128.22
COM18,0.4865,-7.64,25.45,-22.06
COM19,0.4865,-67.12,63.58,97.41
COM20,0.4865,-18.78,12.05,76.78
COM21,0.4865,-71.47,52.43,-130.8
COM16,0.25,-36.01,2.24,-103.95
COM18,0.25,-8.42,34.63,-21.03
COM19,0.25,-65.97,-9.12,26.26
COM20,0.25,-16.22,-55.38,6.18
COM21,0.25,-46.53,33.61,-100.12
COM16,0.204,-34.93,32.93,-89.92
COM18,0.204,-27.83,17.71,-47.3
COM19,0.204,-14.38,53.32,10.47
COM20,0.204,21.69,9.23,-9.4
COM21,0.204,-14.14,49.85,-74.9
COM16,0.3401,-33.09,6.53,-117.73
COM18,0.3401,-17.0,36.96,-16.07
COM19,0.3401,-19.22,-11.21,54.45
COM20,0.3401,27.33,-55.57,33.16
COM21,0.3401,-5.73,31.76,-102.65
COM16,0.4088,-32.13,13.09,-127.64
COM18,0.4088,-13.48,34.63,-9.02
COM19,0.4088,-20.63,-9.61,75.1
COM20,0.4088,28.23,-54.96,53.12
COM21,0.4088,-8.46,31.95,-113.07
COM16,0.2349,-33.68,-3.13,-102.95
COM18,0.2349,-20.25,33.69,-25.07
COM19,0.2349,-18.08,-13.16,22.23
COM20,0.2349,26.38,-55.9,2.12
COM21,0.2349,0.09,31.86,-86.06
COM16,0.4482,-32.4,54.51,-124.09
COM18,0.4482,-20.31,24.09,-27.43
COM19,0.4482,-18.36,58.32,85.47
COM20,0.4482,24.03,11.02,64.63
COM21,0.4482,-22.19,45.22,-101.47
COM16,0.3664,-32.44,8.93,-122.28
COM18,0.3664,-16.24,37.19,-13.69
COM19,0.3664,-20.07,-10.67,62.47
COM20,0.3664,27.64,-55.3,40.34
COM21,0.3664,-6.55,32.04,-107.21
COM16,0.496,-31.02,20.64,-140.34
COM18,0.496,-12.03,40.58,-2.9
COM19,0.496,-22.18,-7.6,102.09
COM20,0.496,28.83,-53.89,79.27
COM21,0.496,-12.32,32.52,-127.52
COM16,0.52,-30.92,22.88,-143.75
COM18,0.52,-11.67,41.35,-0.65
COM19,0.52,-22.69,-7.2,109.14
COM20,0.52,29.29,-53.65,86.6
COM21,0.52,-13.6,32.57,-131.36
COM16,0.257,-36.28,41.05,-95.53
COM18,0.257,-15.09,19.54,-41.1
COM19,0.257,-63.82,58.14,26.81
COM20,0.257,-21.3,10.82,7.61
COM21,0.257,-61.54,51.7,-94.69
COM16,0.1685,-33.78,-9.7,-93.87
COM18,0.1685,-22.8,32.1,-30.74
COM19,0.1685,-17.08,-14.73,2.24
COM20,0.1685,25.87,-56.66,-18.32
COM21,0.1685,2.95,31.95,-76.38
COM16,0.21,-34.54,33.03,-90.25
COM18,0.21,-27.87,17.88,-47.64
COM19,0.21,-14.49,53.79,12.71
COM20,0.21,22.17,9.23,-7.07
COM21,0.21,-14.71,50.15,-75.63
COM16,0.6707,-32.77,73.45,-148.07
COM18,0.6707,-2.29,30.61,-6.88
COM19,0.6707,-70.32,67.23,155.42
COM20,0.6707,-16.69,13.78,133.34
COM21,0.6707,-79.59,52.44,-159.58
COM16,0.3177,-34.94,8.02,-113.83
COM18,0.3177,-6.49,36.47,-15.83
COM19,0.3177,-67.18,-8.31,46.97
COM20,0.3177,-15.42,-54.57,27.26
COM21,0.3177,-49.43,34.08,-111.19
COM16,0.5351,-30.42,23.68,-146.01
COM18,0.5351,-11.29,41.75,1.08
COM19,0.5351,-22.41,-7.24,113.63
COM20,0.5351,30.0,-54.0,90.88
COM21,0.5351,-14.33,32.5,-133.07
COM16,0.3565,-32.11,8.21,-120.11
COM18,0.3565,-16.57,37.16,-14.08
COM19,0.3565,-19.11,-10.37,59.46
COM20,0.3565,28.04,-55.08,37.8
COM21,0.3565,-6.56,32.3,-104.9
COM16,0.414,-31.79,13.38,-128.66
COM18,0.414,-14.93,38.76,-9.84
COM19,0.414,-20.33,-9.59,76.59
COM20,0.414,28.48,-54.71,55.29
COM21,0.414,-9.05,32.51,-114.16
COM16,0.5664,-31.4,64.8,-140.4
COM18,0.5664,-16.84,27.28,-17.4
COM19,0.5664,-19.85,61.12,123.31
COM20,0.5664,25.37,11.56,100.85
COM21,0.5664,-30.02,50.77,-131.44
COM16,0.4252,-34.83,55.56,-118.92
COM18,0.4252,-9.84,23.87,-27.24
COM19,0.4252,-66.12,62.2,79.35
COM20,0.4252,-19.86,11.76,58.03
COM21,0.4252,-69.09,52.38,-120.99
COM16,0.3613,-34.97,11.99,-119.29
COM18,0.3613,-5.4,37.46,-11.96
COM19,0.3613,-67.72,-7.0,61.24
COM20,0.3613,-15.45,-54.47,39.78
COM21,0.3613,-51.62,33.95,-118.0
COM16,0.5359,-34.05,65.51,-135.13
COM18,0.5359,-6.14,26.79,-18.12
COM19,0.5359,-68.12,64.38,113.44
COM20,0.5359,-18.04,12.36,91.4
COM21,0.5359,-74.0,52.42,-138.28
COM16,0.1975,-36.27,-4.02,-96.58
COM18,0.1975,-10.14,33.17,-25.76
COM19,0.1975,-65.56,-10.36,11.29
COM20,0.1975,-16.93,-55.65,-9.64
COM21,0.1975,-44.3,33.78,-92.64
COM16,0.1464,-36.74,-8.33,-89.37
COM18,0.1464,-11.85,31.46,-29.92
COM19,0.1464,-64.54,-11.27,-5.2
COM20,0.1464,-17.33,-55.39,-24.77
COM21,0.1464,-41.97,33.86,-84.15
COM16,0.2553,-34.21,37.06,-97.45
COM18,0.2553,-26.31,19.29,-43.56
COM19,0.2553,-14.79,54.37,26.93
COM20,0.2553,21.84,9.73,6.5
COM21,0.2553,-16.17,50.55,-82.43
COM16,0.3698,-32.66,8.85,-122.61
COM18,0.3698,-16.33,37.78,-13.57
COM19,0.3698,-19.8,-10.88,63.42
COM20,0.3698,27.41,-55.42,41.72
COM21,0.3698,-6.7,32.61,-106.99
COM16,0.3282,-32.58,5.15,-116.11
COM18,0.3282,-17.73,36.66,-16.9
COM19,0.3282,-19.08,-11.43,50.73
COM20,0.3282,27.25,-55.17,29.42
COM21,0.3282,-4.8,32.27,-100.59
COM16,0.0711,-34.76,-18.41,-80.14
COM18,0.0711,-25.53,29.45,-38.29
COM19,0.0711,-14.85,-16.49,-28.55
COM20,0.0711,24.84,-56.86,-47.26
COM21,0.0711,7.49,31.55,-60.68
COM16,0.1492,-34.96,27.74,-81.85
COM18,0.1492,-29.6,16.24,-51.7
COM19,0.1492,-13.47,52.22,-7.31
COM20,0.1492,21.31,8.75,-25.55
COM21,0.1492,-11.75,49.88,-65.77
COM16,0.4269,-32.57,52.71,-120.93
COM18,0.4269,-20.58,23.73,-28.88
COM19,0.4269,-18.21,57.46,79.59
COM20,0.4269,23.66,10.86,58.44
COM21,0.4269,-24.06,50.54,-109.11
COM16,0.1451,-34.76,27.56,-80.71
COM18,0.1451,-29.6,16.07,-52.05
COM19,0.1451,-13.54,51.82,-8.77
COM20,0.1451,21.15,8.47,-27.01
COM21,0.1451,-11.77,49.8,-65.36
COM16,0.1454,-34.85,27.6,-80.95
COM18,0.1454,-29.55,15.97,-52.41
COM19,0.1454,-13.38,52.06,-8.52
COM20,0.1454,20.83,8.22,-26.81
COM21,0.1454,-11.77,50.05,-65.22
COM16,0.1369,-37.66,30.04,-78.64
COM18,0.1369,-17.96,16.25,-51.22
COM19,0.1369,-61.47,55.8,-10.92
COM20,0.1369,-21.82,9.41,-28.75
COM21,0.1369,-55.88,52.14,-76.41
COM16,0.1165,-37.49,-6.98,-84.85
COM18,0.1165,-12.35,31.37,-31.91
COM19,0.1165,-63.93,-12.62,-14.9
COM20,0.1165,-17.75,-56.97,-33.02
COM21,0.1165,-40.46,33.67,-79.78
COM16,0.2047,-34.57,33.02,-90.07
COM18,0.2047,-28.05,17.95,-47.57
COM19,0.2047,-14.32,53.16,10.68
COM20,0.2047,21.99,9.15,-9.67
COM21,0.2047,-14.25,50.21,-74.23
COM16,0.5743,-33.2,30.81,-149.94
COM18,0.5743,2.55,43.38,6.65
COM19,0.5743,-71.3,-3.06,126.16
COM20,0.5743,-13.21,-53.35,103.44
COM21,0.5743,-60.19,34.24,-150.92
COM16,0.6381,-30.26,32.98,-160.68
COM18,0.6381,-7.9,44.62,9.4
COM19,0.6381,-23.95,-5.36,145.43
COM20,0.6381,30.13,-53.62,122.48
COM21,0.6381,-18.64,32.7,-148.69
COM16,0.4166,-32.29,13.47,-129.33
COM18,0.4166,-14.74,38.71,-9.64
COM19,0.4166,-20.56,-10.13,78.25
COM20,0.4166,28.09,-54.89,56.24
COM21,0.4166,-9.22,32.53,-114.42
COM16,0.0381,-38.9,21.61,-65.36
COM18,0.0381,-21.45,13.66,-58.52
COM19,0.0381,-60.06,53.72,-41.82
COM20,0.0381,-22.79,9.44,-58.29
COM21,0.0381,-51.96,51.89,-60.83
COM16,0.3774,-34.97,13.24,-122.22
COM18,0.3774,-4.46,37.93,-10.36
COM19,0.3774,-68.21,-6.91,66.13
COM20,0.3774,-15.46,-54.6,45.15
COM21,0.3774,-52.26,33.87,-121.4
COM16,0.2937,-36.53,44.32,-101.2
COM18,0.2937,-13.9,20.54,-37.64
COM19,0.2937,-58.02,53.16,34.37
COM20,0.2937,-20.59,10.87,19.3
COM21,0.2937,-63.51,52.29,-100.27
COM16,0.1602,-37.78,32.33,-82.43
COM18,0.1602,-17.9,16.85,-48.12
COM19,0.1602,-62.21,56.17,-4.19
COM20,0.1602,-22.0,10.12,-21.68
COM21,0.1602,-57.35,52.07,-79.75
COM16,0.298,-33.03,2.68,-112.99
COM18,0.298,-18.45,35.8,-18.98
COM19,0.298,-18.64,-12.7,41.44
COM20,0.298,27.14,-55.8,20.49
COM21,0.298,-4.21,32.69,-96.48
COM16,0.1004,-35.29,23.51,-75.65
COM18,0.1004,-31.36,14.87,-55.7
COM19,0.1004,-12.57,50.98,-22.65
COM20,0.1004,21.09,8.34,-41.05
COM21,0.1004,-9.98,50.32,-58.34
COM16,0.0797,-38.23,25.51,-71.08
COM18,0.0797,-20.42,14.55,-55.17
COM19,0.0797,-60.72,54.65,-29.4
COM20,0.0797,-22.59,9.61,-46.35
COM21,0.0797,-53.96,51.91,-67.01
COM16,0.2485,-34.31,36.61,-96.14
COM18,0.2485,-26.56,18.78,-43.74
COM19,0.2485,-15.2,53.8,23.45
COM20,0.2485,22.57,9.57,5.14
COM21,0.2485,-16.72,50.29,-81.59
COM16,0.3734,-32.11,8.84,-123.14
COM18,0.3734,-16.14,37.74,-12.71
COM19,0.3734,-20.0,-11.37,64.45
COM20,0.3734,28.38,-55.65,42.75
COM21,0.3734,-7.52,32.8,-108.38
COM16,0.545,-33.42,66.45,-136.75
COM18,0.545,-6.03,27.22,-16.75
COM19,0.545,-68.16,64.41,115.84
COM20,0.545,-18.29,12.59,94.95
COM21,0.545,-76.25,53.12,-139.95
COM16,0.5406,-31.4,62.44,-138.31
COM18,0.5406,-16.17,24.07,-17.5
COM19,0.5406,-20.06,60.06,114.66
COM20,0.5406,25.24,11.29,93.02
COM21,0.5406,-29.53,51.17,-127.8
COM16,0.3367,-33.39,44.45,-108.72
COM18,0.3367,-24.1,21.33,-36.46
COM19,0.3367,-16.81,55.52,51.23
COM20,0.3367,23.26,9.65,31.26
COM21,0.3367,-20.65,50.86,-95.31
COM16,0.1365,-34.47,-12.95,-90.12
COM18,0.1365,-23.78,31.69,-33.13
COM19,0.1365,-16.11,-16.13,-9.17
COM20,0.1365,25.7,-57.58,-28.25
COM21,0.1365,4.32,32.2,-71.26
COM16,0.1794,-36.41,-5.48,-94.49
COM18,0.1794,-10.92,32.78,-27.1
COM19,0.1794,-65.14,-11.76,5.38
COM20,0.1794,-16.96,-56.0,-14.76
COM21,0.1794,-44.25,34.13,-89.47
COM16,0.2926,-35.53,6.12,-110.46
COM18,0.2926,-7.33,35.98,-17.64
COM19,0.2926,-67.04,-9.12,40.18
COM20,0.2926,-15.94,-54.94,20.13
COM21,0.2926,-48.73,34.25,-106.72
COM16,0.006,-35.55,-23.92,-72.0
COM18,0.006,-27.69,27.74,-43.58
COM19,0.006,-14.2,-18.61,-48.09
COM20,0.006,24.68,-58.02,-67.22
COM21,0.006,10.05,32.34,-50.96
COM16,0.465,-34.63,59.56,-126.04
COM18,0.465,-8.39,25.17,-23.84
COM19,0.465,-67.1,62.39,92.04
COM20,0.465,-19.04,11.82,70.48
COM21,0.465,-71.44,52.86,-127.69
COM16,0.2192,-33.31,-5.14,-102.14
COM18,0.2192,-21.02,33.62,-25.87
COM19,0.2192,-17.45,-14.3,17.18
COM20,0.2192,26.69,-56.6,-3.82
COM21,0.2192,0.6,32.51,-83.83
COM16,0.2234,-36.11,-0.83,-100.78
COM18,0.2234,-9.5,33.76,-23.13
COM19,0.2234,-65.53,-10.39,18.46
COM20,0.2234,-16.38,-55.43,-2.07
COM21,0.2234,-45.93,34.39,-96.01
COM16,0.385,-32.01,11.03,-125.26
COM18,0.385,-15.86,37.97,-12.31
COM19,0.385,-19.8,-10.47,67.75
COM20,0.385,28.12,-55.27,46.0
COM21,0.385,-8.01,32.75,-109.83
COM16,0.617,-32.72,34.89,-156.79
COM18,0.617,3.92,45.86,9.94
COM19,0.617,-72.4,-2.07,139.41
COM20,0.617,-12.89,-52.58,116.02
COM21,0.617,-63.3,34.8,-158.25
COM16,0.5821,-30.34,28.63,-152.74
COM18,0.5821,-9.65,43.05,4.89
COM19,0.5821,-23.24,-6.3,128.77
COM20,0.5821,30.13,-53.55,104.71
COM21,0.5821,-16.39,33.19,-140.88
COM16,0.5701,-32.91,30.8,-149.81
COM18,0.5701,2.46,43.16,5.93
COM19,0.5701,-71.33,-2.56,125.27
COM20,0.5701,-13.52,-52.76,101.7
COM21,0.5701,-61.68,34.68,-151.01
COM16,0.2453,-33.48,-2.34,-105.13
COM18,0.2453,-20.19,34.01,-24.34
COM19,0.2453,-18.03,-12.95,25.23
COM20,0.2453,26.56,-56.02,4.64
COM21,0.2453,-2.26,32.52,-88.5
COM16,0.1166,-34.9,25.3,-77.18
COM18,0.1166,-30.76,15.48,-55.21
COM19,0.1166,-12.94,51.03,-17.77
COM20,0.1166,20.97,8.57,-36.1
COM21,0.1166,-10.94,50.46,-61.36
COM16,0.2441,-35.85,2.02,-102.74
COM18,0.2441,-8.93,34.56,-22.34
COM19,0.2441,-65.65,-9.58,25.23
COM20,0.2441,-16.39,-55.35,5.33
COM21,0.2441,-46.7,34.34,-100.21
COM16,0.3064,-35.83,45.55,-102.54
COM18,0.3064,-13.37,20.99,-37.48
COM19,0.3064,-64.49,59.05,42.19
COM20,0.3064,-20.35,10.95,22.73
COM21,0.3064,-64.06,52.63,-102.68
COM16,0.4134,-31.66,12.86,-128.44
COM18,0.4134,-14.82,39.04,-10.3
COM19,0.4134,-20.57,-9.68,76.73
COM20,0.4134,28.38,-54.8,54.72
COM21,0.4134,-9.04,32.64,-113.61
COM16,0.3022,-35.93,45.35,-102.02
COM18,0.3022,-13.44,20.81,-37.87
COM19,0.3022,-64.21,59.49,40.86
COM20,0.3022,-20.72,11.34,21.24
COM21,0.3022,-64.16,52.34,-101.5
COM16,0.1339,-34.41,-12.12,-89.68
COM18,0.1339,-21.27,28.47,-29.87
COM19,0.1339,-15.87,-15.65,-9.27
COM20,0.1339,25.52,-56.95,-29.56
COM21,0.1339,4.02,32.11,-70.76
COM16,0.1273,-34.7,-13.34,-88.33
COM18,0.1273,-23.92,31.46,-33.97
COM19,0.1273,-15.87,-15.77,-11.33
COM20,0.1273,25.53,-57.0,-31.4
COM21,0.1273,4.16,32.51,-69.78
COM16,0.1394,-34.73,-11.92,-89.93
COM18,0.1394,-23.57,31.82,-32.86
COM19,0.1394,-16.09,-13.73,-7.63
COM20,0.1394,25.45,-56.77,-27.7
COM21,0.1394,3.62,32.35,-71.88
COM16,0.576,-30.22,27.8,-151.97
COM18,0.576,-10.1,43.26,4.7
COM19,0.576,-23.12,-5.78,126.92
COM20,0.576,29.98,-53.81,102.99
COM21,0.576,-16.51,33.07,-139.75
COM16,0.2113,-36.67,36.97,-89.36
COM18,0.2113,-16.24,18.65,-44.9
COM19,0.2113,-62.72,57.33,12.59
COM20,0.2113,-21.46,10.36,-7.31
COM21,0.2113,-60.46,52.19,-87.83
COM16,0.3899,-34.39,15.28,-123.75
COM18,0.3899,-4.49,38.73,-9.97
COM19,0.3899,-68.04,-6.17,69.62
COM20,0.3899,-15.32,-54.16,47.97
COM21,0.3899,-53.19,34.26,-122.49
COM16,0.2664,-32.96,0.5,-107.88
COM18,0.2664,-19.62,35.03,-22.24
COM19,0.2664,-17.91,-12.45,31.82
COM20,0.2664,26.79,-55.91,10.92
COM21,0.2664,-3.23,32.31,-91.54
COM16,0.2901,-35.08,6.28,-109.28
COM18,0.2901,-7.33,35.73,-18.45
COM19,0.2901,-66.84,-8.11,39.72
COM20,0.2901,-15.97,-54.89,18.32
COM21,0.2901,-49.27,34.11,-106.94
COM16,0.1385,-35.25,27.01,-80.78
COM18,0.1385,-30.13,15.81,-53.1
COM19,0.1385,-13.26,52.14,-10.81
COM20,0.1385,21.36,8.54,-29.8
COM21,0.1385,-11.82,50.37,-64.02
COM16,0.505,-31.58,59.92,-132.5
COM18,0.505,-19.06,25.69,-23.21
COM19,0.505,-19.4,59.77,103.71
COM20,0.505,24.82,11.22,81.63
COM21,0.505,-28.19,50.67,-121.86
COM16,0.6876,-32.71,79.7,-156.89
COM18,0.6876,-1.29,31.26,-6.02
COM19,0.6876,-70.99,67.5,161.05
COM20,0.6876,-16.84,13.48,137.32
COM21,0.6876,-81.37,52.93,-161.71
COM16,0.1788,-33.82,-8.49,-95.72
COM18,0.1788,-22.47,32.81,-29.73
COM19,0.1788,-17.06,-16.06,5.38
COM20,0.1788,26.27,-56.73,-16.24
COM21,0.1788,2.19,32.38,-77.93
COM16,0.5788,-32.95,31.91,-150.97
COM18,0.5788,2.64,43.53,7.07
COM19,0.5788,-71.35,-2.62,128.09
COM20,0.5788,-13.02,-52.88,104.56
COM21,0.5788,-61.75,34.68,-152.28
COM16,0.1972,-36.63,36.28,-87.39
COM18,0.1972,-16.88,18.11,-46.32
COM19,0.1972,-62.77,57.12,8.57
COM20,0.1972,-21.65,9.98,-11.86
COM21,0.1972,-59.55,52.36,-85.33
COM16,0.118,-37.5,28.92,-76.11
COM18,0.118,-19.22,15.83,-53.1
COM19,0.118,-61.51,55.66,-17.29
COM20,0.118,-22.02,9.33,-35.63
COM21,0.118,-56.0,52.17,-73.16
COM16,0.3135,-35.17,7.81,-112.95
COM18,0.3135,-6.73,36.25,-16.35
COM19,0.3135,-67.66,-7.94,46.39
COM20,0.3135,-15.23,-55.23,25.28
COM21,0.3135,-49.83,34.34,-110.27
COM16,0.4587,-32.2,55.54,-125.42
COM18,0.4587,-20.13,24.68,-27.02
COM19,0.4587,-18.74,58.76,89.53
COM20,0.4587,24.65,10.65,68.28
COM21,0.4587,-25.88,50.59,-114.0
COM16,0.5375,-32.95,27.66,-144.76
COM18,0.5375,0.91,42.33,3.37
COM19,0.5375,-71.26,-3.71,114.4
COM20,0.5375,-13.34,-53.5,91.97
COM21,0.5375,-60.09,35.02,-145.38
COM16,0.5488,-31.22,63.72,-138.48
COM18,0.5488,-17.83,26.84,-19.49
COM19,0.5488,-20.39,60.78,117.29
COM20,0.5488,25.36,11.34,94.88
COM21,0.5488,-30.0,51.65,-128.92
COM16,0.353,-34.48,11.2,-118.4
COM18,0.353,-5.57,37.1,-12.89
COM19,0.353,-68.02,-7.62,58.69
COM20,0.353,-15.08,-54.96,36.87
COM21,0.353,-51.97,34.72,-116.77
COM16,0.4183,-34.03,17.03,-127.57
COM18,0.4183,-3.82,38.9,-7.46
COM19,0.4183,-68.88,-5.68,78.6
COM20,0.4183,-14.85,-53.84,56.14
COM21,0.4183,-54.38,34.69,-127.36
COM16,0.5729,-33.12,69.29,-140.29
COM18,0.5729,-5.41,28.04,-14.89
COM19,0.5729,-68.74,65.28,125.55
COM20,0.5729,-17.81,12.98,102.59
COM21,0.5729,-75.79,52.93,-144.6
COM16,0.3267,-35.45,47.09,-105.09
COM18,0.3267,-13.03,21.15,-34.98
COM19,0.3267,-65.0,59.97,48.88
COM20,0.3267,-19.77,11.29,28.34
COM21,0.3267,-65.38,52.38,-105.69
COM16,0.4598,-34.85,57.83,-122.61
COM18,0.4598,-8.52,24.7,-24.35
COM19,0.4598,-67.03,63.12,90.14
COM20,0.4598,-18.73,11.96,68.71
COM21,0.4598,-70.86,52.17,-126.73
COM16,0.5651,-32.92,29.77,-148.3
COM18,0.5651,1.84,42.85,6.02
COM19,0.5651,-71.48,-3.28,124.5
COM20,0.5651,-13.41,-53.35,100.43
COM21,0.5651,-60.78,34.49,-149.8
COM16,0.5868,-32.9,32.23,-151.17
COM18,0.5868,2.62,43.48,7.49
COM19,0.5868,-71.82,-2.03,130.89
COM20,0.5868,-13.04,-53.04,106.86
COM21,0.5868,-61.58,34.51,-152.92
COM16,0.151,-34.08,-11.1,-91.54
COM18,0.151,-23.37,31.91,-31.87
COM19,0.151,-16.31,-14.92,-4.01
COM20,0.151,25.86,-56.57,-24.96
COM21,0.151,3.73,32.12,-73.29
COM16,0.1434,-36.72,-8.22,-88.54
COM18,0.1434,-12.22,31.92,-30.19
COM19,0.1434,-64.55,-11.26,-6.56
COM20,0.1434,-17.1,-55.79,-26.98
COM21,0.1434,-41.98,33.49,-84.31
COM16,0.6143,-32.43,34.55,-155.03
COM18,0.6143,3.45,44.55,9.84
COM19,0.6143,-72.03,-2.17,138.81
COM20,0.6143,-12.64,-52.35,114.24
COM21,0.6143,-62.47,34.23,-157.29
COM16,0.3522,-34.55,11.51,-117.92
COM18,0.3522,-5.24,37.36,-12.87
COM19,0.3522,-67.45,-7.38,58.6
COM20,0.3522,-15.03,-54.02,36.03
COM21,0.3522,-51.17,33.85,-116.41
COM16,0.0825,-37.65,25.46,-70.75
COM18,0.0825,-20.22,14.93,-55.28
COM19,0.0825,-60.55,54.6,-27.42
COM20,0.0825,-22.57,9.46,-46.2
COM21,0.0825,-53.97,51.56,-67.55
COM16,0.1977,-35.9,-3.49,-96.52
COM18,0.1977,-10.33,33.35,-26.0
COM19,0.1977,-65.05,-10.37,11.47
COM20,0.1977,-16.68,-55.09,-10.43
COM21,0.1977,-44.66,33.75,-92.93
COM16,0.0179,-35.48,-22.8,-72.17
COM18,0.0179,-27.47,28.08,-42.81
COM19,0.0179,-13.53,-17.66,-44.34
COM20,0.0179,24.88,-57.33,-64.3
COM21,0.0179,9.74,31.72,-52.78
COM16,0.5199,-30.95,18.35,-135.6
COM18,0.5199,-11.75,41.63,-0.54
COM19,0.5199,-21.92,-7.15,109.89
COM20,0.5199,29.56,-53.99,85.6
COM21,0.5199,-13.77,32.42,-130.62
COM16,0.2473,-33.06,-2.24,-104.36
COM18,0.2473,-20.11,34.27,-23.69
COM19,0.2473,-17.48,-12.54,26.36
COM20,0.2473,27.05,-55.97,4.58
COM21,0.2473,-1.6,32.13,-88.45
COM16,0.0587,-37.22,-15.7,-76.47
COM18,0.0587,-14.42,29.51,-37.49
COM19,0.0587,-62.93,-12.71,-32.04
COM20,0.0587,-18.05,-56.35,-51.27
COM21,0.0587,-38.5,33.48,-71.01
COM16,0.2511,-36.49,40.6,-94.3
COM18,0.2511,-15.17,19.44,-41.41
COM19,0.2511,-63.59,58.68,25.63
COM20,0.2511,-20.86,10.25,5.6
COM21,0.2511,-61.79,51.95,-94.37
COM16,0.489,-31.23,19.96,-138.68
COM18,0.489,-12.79,40.46,-3.56
COM19,0.489,-21.54,-7.67,100.27
COM20,0.489,29.46,-54.53,76.42
COM21,0.489,-12.51,32.28,-125.9
COM16,0.508,-33.3,24.92,-140.05
COM18,0.508,-0.02,41.39,0.85
COM19,0.508,-70.26,-3.45,105.73
